AREA,N° CRUCE,INTERSECCIÓN,Controlador tipo,Centralizado ,Restan cambiar,En sistema,Conexión,Proyecto,Subárea,Edad
5,5220,CL50220 - Av. Directorio - Pumacahua,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5221,CL50219 - Av. Directorio - Curapaligüe,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,502,1
5,5222,CL50218 - Av. Directorio - Thorne,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5223,CL50217 - Av. Directorio - Malvinas Argentinas,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5224,CL50216 - Av. Directorio - Achaval,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5225,CL50240 - Av. Eva Perón - Emilio Mitre,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5226,CL50228 - Av. Pedro Goyena - Beauchef,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5227,CL50223 - Carlos Calvo - Muñiz ,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5228,CL50242 - Av. Carabobo - Francisco Bilbao,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5229,CL50239 - Del Barco Centenara - Zuviría,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5230,CL50241 - Av. Eva Perón - Hortiguera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5231,CL50659 - Av. Del Barco Centenera - Estrada,Autotrol CT800y,NO,,Aislado,,-,506,25
5,5232,CL50243 - Av. Carabobo - Gregorio de Laferrere,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5233,CL50236 - Cochabamba - Muñiz,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5234,CL50237 - Av. La Plata - Cochabamba - Zuviría,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5235,CL50232 - Av. La Plata - José Bonifacio,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5238,CL50238 - Av. José María Moreno - Zuviría,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5242,CL50234 - José Bonifacio - Del Barco Centenera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5247,CL50246 - Emilio Mitre - José Bonifacio,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,502,1
5,5248,CL50628 - Emilio Mitre - Estrada,Autotrol CT800y,NO,,Aislado,,-,506,25
5,5249,CL50627 - Emilio Mitre - Tejedor,Autotrol CT800y,NO,,Aislado,,-,506,25
5,5253,CL50225 - Av. Pedro Goyena - Senillosa,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5254,CL50226 - Av. Pedro Goyena - Doblas,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5255,CL50227 - Av. Pedro Goyena - Viel,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5256,CL50230 - Av. Pedro Goyena - Riglos,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5257,CL50231 - Av. Pedro Goyena - San José de Calasanz,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5268,CL50235 - Av. Carabobo - José Bonifacio ,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5270,CL50233 - José María Moreno - José Bonifacio,Autotrol CT800y,SI,,Icarus,Par telefónico,-,502,25
5,5302,CL50323 - Formosa - Doblas,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5303,CL50327 - Riglos - Valle,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5304,CL50301 - Av. Juan Bautista Alberdi - Doblas,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5305,CL50302 - Av. Juan Bautista Alberdi - Viel,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5306,CL50303 - Av. Juan Bautista Alberdi - Beauchef,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5307,CL50304 - Av. Juan Bautista Alberdi - Av. José María Moreno,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5308,CL50305 - Av. Juan Bautista Alberdi - Riglos,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5309,CL50306 - Av. Juan Bautista Alberdi - San José de Calasanz,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,503,1
5,5310,CL50307 - Av. Juan Bautista Alberdi - Bertres - Formosa,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5311,CL50308 - Av. Juan Bautista Alberdi - Del Barco Centenera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5312,CL50309 - Av. Juan Bautista Alberdi - Cachimayo,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5313,CL50313 - Av. Juan Bautista Alberdi - Puan,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5314,CL50312 - Av. Juan Bautista Alberdi - Hortiguera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5315,CL50311 - Av. Juan Bautista Alberdi - Víctor Martínez,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5316,CL50310 - Av. Juan Bautista Alberdi - Emilio Mitre,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5317,CL50322 - Av. Juan Bautista Alberdi - Membrillar,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5318,CL50321 - Av. Juan Bautista Alberdi - Esteban Bonorino,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5319,CL50320 - Av. Juan Bautista Alberdi - Camacuá,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5320,CL50319 - Av. Juan Bautista Alberdi - Lautaro,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5321,CL50318 - Av. Juan Bautista Alberdi - Av. Carabobo,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5322,CL50317 - Av. Juan Bautista Alberdi - Av. Pedro Goyena - Pumacahua,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5323,CL50316 - Av. Juan Bautista Alberdi - Av. Curapaligüe,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5324,CL50315 - Av. Juan Bautista Alberdi - Malvinas Argentinas,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5325,CL50314 - Av. Juan Bautista Alberdi - Miró,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5326,CL50326 - Av. José María Moreno - Valle,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5327,CL50325 - Av. Carabobo - Coronel Ramón L. Falcón,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5328,CL50324 - Av. Curapaligüe - Coronel Ramón L. Falcón,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5329,CL50337 - Av. Pedro Goyena - Av. Curapaligüe,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5331,CL50338 - Bonifacio - Lautaro,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5384,CL50328 - Del Barco Centenera - Valle,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5385,CL50336 - Av. Pedro Goyena - Malvinas Argentinas,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,503,1
5,5386,CL50329 - Av. Pedro Goyena - Del Barco Centenera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5387,CL50330 - Av. Pedro Goyena - Cachimayo,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5388,CL50331 - Av. Pedro Goyena - Emilio Mitre,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5391,CL50333 - Av. Pedro Goyena - Hortiguera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5392,CL50334 - Av. Pedro Goyena - Puan,Autotrol CT800y,SI,,Icarus,Par telefónico,-,503,25
5,5393,CL50335 - Av. Pedro Goyena - Miró,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,503,1
5,5397,CL51252 - Av. Chiclana - Trole,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,512,1
5,5398,CL51251 - Av. Chiclana - Alzaga,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,512,1
5,5399,CL51250 - Av. Brasil - Sánchez de Loria,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,512,1
5,5401,CL50401 - Av. Directorio - Camacuá,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5402,CL50402 - Av. Directorio - Coronel Esteban Bonorino,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5403,CL50403 - Av. Directorio - Membrillar,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5404,CL50404 - Av. Directorio - Rivera Indarte,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5405,CL50405 - Av. Directorio - Pedernera,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5406,CL50406 - Av. Directorio - Varela,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5407,CL50407 - Av. Directorio - Culpina,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5408,CL50428 - Av. Lafuente - Bilbao,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5409,CL50429 - Av. Lafuente - Remedios,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5410,CL50430 - Av. Lafuente - Tandil,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5411,CL50408 - Av. Directorio - Lafuente,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5412,CL50427 - Av. San Pedrito - B.F.Moreno - Av. Lafuente,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5413,CL50425 - Av. San Pedrito - Remedios,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5414,CL50426 - Av. San Pedrito - Bilbao,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5415,CL50415 - Av. Juan Bautista Alberdi - Rivera Indarte,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5416,CL50416 - Av. Juan Bautista Alberdi - Pedernera,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5417,CL50417 - Av. Juan Bautista Alberdi - Varela,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5418,CL50418 - Av. Juan Bautista Alberdi - Culpina,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5419,CL50419 - Av. Juan Bautista Alberdi - Av. Lafuente,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5420,CL50420 - Av. San Pedrito - Ramón L. Falcón,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5421,CL50421 - Av. Juan Bautista Alberdi - Av. San Pedrito,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5422,CL50422 - Av. San Pedrito - José Bonifacio,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5423,CL50409 - Av. Directorio - Av. San Pedrito,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5424,CL50410 - Av. Directorio - Quirno,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5425,CL50411 - Av. Directorio - José Martí,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5426,CL50412 - Av. Directorio - Portela,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5427,CL50431 - José Bonifacio - Rivera Indarte,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5428,CL50432 - José Bonifacio - Pedernera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5429,CL50424 - Av. San Pedrito - Tandil,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5430,CL50433 - José Bonifacio - Varela,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5431,CL50413 - Ramón L. Falcón - Quirno,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5432,CL50414 - Ramón L. Falcón - José Martí,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5433,CL50434 - José Bonifacio - Culpina,Autotrol CT800y,SI,,Icarus,Par telefónico,-,504,25
5,5456,CL50654 - Av. Castañares - Picheuta,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5491,CL50423 - José Bonifacio - Quirno,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,504,1
5,5501,CL50501 - Av. Juan de Garay - Pichincha,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5502,CL50502 - Av. Juan de Garay - Matheu,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5503,CL50503 - Av. Juan de Garay - Alberti,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5504,CL50504 - Av. Juan de Garay - Av. Jujuy,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5505,CL50505 - Av. Juan de Garay - Catamarca,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5506,CL50506 - Av. Juan de Garay - Esteban de Luca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5507,CL50507 - Av. Juan de Garay - Av. Chiclana,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5508,CL50508 - Av. Juan de Garay - La Rioja,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5509,CL50509 - Av. Juan de Garay - Gral. Urquiza,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5510,CL50510 - Av. Juan de Garay - 24 de Noviembre,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5511,CL50511 - Av. Juan de Garay - Sánchez de Loria,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5512,CL50518 - Pavón - Esteban de Luca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5513,CL50524 - Pavón - Sánchez de Loria,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5514,CL50521 - Pavón - La Rioja,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5515,CL50519 - Pavón - Av. Chiclana,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5516,CL50530 - Av. Chiclana - La Rioja - Inclán,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5517,CL50528 - Constitución - Catamarca,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5518,CL50527 - Constitución - Av. Jujuy,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5519,CL50516 - Pavón - Av. Jujuy,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5520,CL50514 - Pavón - Matheu,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5521,CL50513 - Pavón - Pichincha,Autotrol CT800y,SI,,Icarus,Par telefónico,-,505,25
5,5522,CL50142 - Cochabamba - Catamarca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,501,25
5,5524,CL50517 - Pavón - Catamarca,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5525,CL50525 - Pavón - Virrey Liniers,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5526,CL50529 - Constitución - 24 de Noviembre,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5527,CL50515 - Pavón - Alberti,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5528,CL50523 - Pavón - 24 de Noviembre,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5529,CL50512 - Av. Juan de Garay - Virrey Liniers,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5535,CL50526 - Constitución - Alberti,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5538,CL50522 - Pavón - Gral. Urquiza,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5539,CL50520 - Pavón - Dean Funes,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,505,1
5,5551,CL51122 - Av. Independencia - Rincón,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5552,CL51121 - Av. Independencia - Pasco,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5553,CL51120 - Av. Independencia - Pichincha,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5554,CL51119 - Av. Independencia - Matheu,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5555,CL51118 - Av. Independencia - Alberti,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5556,CL51117 - Av. Independencia - Saavedra,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5557,CL51116 - Av. Independencia -  Av. Jujuy ,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5558,CL51115 - Av. Independencia - Catamarca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5559,CL51114 - Av. Independencia - Dean Funes,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5560,CL51113 - Av. Independencia - La Rioja,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5561,CL51112 - Av. Independencia - Gral. Urquiza,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5565,CL51123 - Estados Unidos - La Rioja,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5566,CL51125 - Estados Unidos - Dean Funes,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5567,CL51124 - Estados Unidos - Catamarca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5568,CL51126 - Av. Jujuy - Estados Unidos,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5569,CL51131 - Carlos Calvo - Catamarca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5570,CL51127 - Estados Unidos - Alberti,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5571,CL51128 - Estados Unidos - Matheu,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5573,CL51129 - Estados Unidos - Pasco,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5575,CL51133 - Carlos Calvo - Pasco,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5576,CL51132 - Carlos Calvo - Pichincha,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5581,CL51106 - México - Saavedra,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5582,CL51107 - México - Alberti,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5583,CL51130 - Carlos Calvo - La Rioja,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5584,CL51109 - México - Pichincha,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5585,CL51110 - México - Pasco,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5586,CL51111 - México - Rincón,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5587,CL51108 - México - Matheu,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5596,CL51102 - México - Gral. Urquiza,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5597,CL51103 - México - La Rioja,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5598,CL51104 - México - Catamarca,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5599,CL51105 - Av. Jujuy - México,Autotrol CT800y,SI,,Icarus,Par telefónico,-,511,25
5,5601,CL50601 - Av. Juan de Garay - Maza,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5602,CL50602 - Av. Juan de Garay - Av. Boedo,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5603,CL50604 - Av. Juan de Garay - Castro Barros,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5604,CL50606 - Av. Juan de Garay - Quintino Bocayuva,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5605,CL50608 - Av. Juan de Garay - José Mármol,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5606,CL50610 - Av. Juan de Garay  / Av. Vernet - Av. La Plata,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5607,CL50649 - Av. La Plata - Avelino Díaz,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5608,CL50648 - Av. La Plata - Santander / Inclán,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5609,CL50612 - Av. Vernet -  Doblas,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5610,CL50614 - Av. Vernet - Av. Asamblea - Beauchef,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5611,CL50615 - Av. Asamblea - Av. J. M. Moreno  - Av. Castañares,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5613,CL50616 - Av. Asamblea - Av. Del Barco Centenera - Bell Ville - Picheuta,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5614,CL50618 - Av. Asamblea - Emilio Mitre,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5614,CL50629 - Emilio Mitre - Santander,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5616,CL50619 - Av. Asamblea - Víctor Martínez,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5617,CL50620- Av. Asamblea - Hortiguera,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5618,CL50621 - Av. Asamblea - Puan,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5619,CL50622 - Av. Asamblea - Av. Curapaligüe,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5620,CL50624 - Av. Curapaligüe - Balbastro,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5621,CL50617 - Av. Asamblea - Cachimayo,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5622,CL50634 - Av. Asamblea - Doblas,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5623,CL50636 - Av. La Plata - Av. Asamblea / Av. Pavón,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5624,CL50646 - Av. La Plata - Tejedor / Constitución,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5625,CL50639 - Av. Pavón - Treinta y Tres Orientales,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5626,CL50642 - Av. Pavón - Castro Barros,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5627,CL50644 - Av. Boedo - Av. Pavón,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5628,CL50651 - Av. Boedo - Constitución,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5629,CL50645 - Av. Pavón - Maza,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5630,CL50626 - Av. Castañares - Av. Del Barco Centenera,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5631,CL50643 - Av. Pavón - Colombres,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5632,CL50641 - Av. Pavón - Castro,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5633,CL50605 - Av. Juan de Garay - Castro         ,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5634,CL50607 - Av. Juan de Garay - Treinta y Tres Orientales,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5635,CL50609 - Av. Juan de Garay - Muñiz,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5636,CL50613 - Av. Vernet - Viel,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5638,CL50650 - Av. La Plata - Balbastro,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5639,CL50640 - Av. Pavón - Quintino Bocayuva,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5640,CL50630 - Av. José María Moreno - Tejedor,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5641,CL50656 - Av. José María Moreno - Avelino Díaz,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5642,CL50632 - Av. José María Moreno - Salas,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5643,CL50631 - Av. José María Moreno - Estrada,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5643,CL50647 - Av. La Plata - Estrada / Tarija,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5644,CL50611 - Av. Vernet - Senillosa,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5645,CL50638 - Av. Pavón - José Mármol,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5646,CL50603 - Av. Juan de Garay - Colombres,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5647,CL50655 - Av. José María Moreno - Santander,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5650,CL50623 - Av. Curapaligüe - Avelino Díaz,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5652,CL50633 - Av. Asamblea - Viel,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5653,CL50635 - Av. Asamblea - Senillosa,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5654,CL50637 - Av. Pavón - Muñiz,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5658,CL50652 - Constitución - Maza,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5659,CL50653 - Av. Boedo - Inclán,Autotrol CT800dmc,SI,,Icarus,Par telefónico,-,506,1
5,5660,CL50625 - Av. Castañares - Cachimayo,Autotrol CT800y,SI,,Icarus,Par telefónico,-,506,25
5,5701,CL50701 - Av. Independencia - 24 de Noviembre,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5702,CL50702 - Av. Independencia - Sánchez de Loria,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5703,CL50703 - Av. Independencia - Virrey Liniers,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5704,CL50704 - Av. Independencia - Maza,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5705,CL50705 - Av. Independencia - Av. Boedo,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5706,CL50706 - Av. Independencia - Colombres,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5707,CL50707 - Av. Independencia - Castro Barros,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5708,CL50708 - Av. Independencia - Castro,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5709,CL50709 - Av. Independencia - Quintino Bocayuva,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5710,CL50710 - Av. Independencia - Treinta y Tres Orientales,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
5,5711,CL50711 - Av. Independencia - José Mármol,Autotrol CT800y,SI,,Icarus,Par telefónico,-,507,25
