AREA,N° CRUCE,INTERSECCIÓN,Controlador tipo,Centralizado ,Restan cambiar,En sistema,Conexión,Proyecto,Subárea,Edad
1,,Juncal-Junín,-,SI,,,,,,
1,,9 de Julio Av.-Alvear Marcelo T. ,-,SI,,,,,,
1,,9 de Julio Av.-Viamonte,-,SI,,,,,,
1,,Lavalle-Pellegrini Carlos,-,SI,,,,,,
1,,Mitre Bartolomé-Florida,-,SI,,,,,,
1,,Beruti-Ecuador,-,SI,,,,,,
1,,Lavalle-Boulogne Sur Mer,-,SI,,,,,,
1,,Lavalle - J. Jaures,-,SI,,,,,,
1,,Santa Fe-Maipu contracarril,-,SI,,,,,,
1,,"Güemes Macacha Boul ""Norte""-Av. De los Italianos",-,SI,,,,,,
1,,Grierson Cecilia Av.-Manso Juana,Autotrol CT800,SI,,,,,,25
1,,Manso Juana-Sánchez de Thompson Mariquita,Autotrol CT800,SI,,,,,,25
1,,Manso Juana-Guevara Tinidad,Autotrol CT800,SI,,,,,,25
1,,Paraguay-Maipú,Swarco  ITC-2,SI,,,,,,1
1,,Laprida Salida de Bomberos,Swarco  ITC-2,NO,,,,,,1
1,,Suipacha-Lavalle,Swarco  ITC-2,SI,,,,,,1
1,,Pórtico 1-Alem-Rojas-M. T. de Alvear,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 2-Alem-Alvear-Paraguay,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 3-Alem-Paraguay-Córdoba,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 4-Alem-Córdoba-Viamonte,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 5-Alem-Viamonte-Tucumán,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 6-Alem-Tucumán-Lavalle,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 7-Alem-Lavalle-Corrientes,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 8-Alem-Corrientes-Sarmiento,Siemens CLE,SI,,Citar,,,,25
1,,Pórtico 9-Alem-Sarmiento-Perón,Siemens CLE,SI,,Citar,,,,25
1,,Pueyrredón Av.-Juncal,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Beruti,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-R.Ortiz,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.- Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Uriburu/Junin,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,López Vicente-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Larrea-Pacheco de Melo,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Azcuénaga-Pacheco de Melo,Siemens CLS,SI,,Citar,,,,25
1,,Larrea-Juncal,Siemens CLS,SI,,Citar,,,,25
1,,Anchorena T. de Dr.-Juncal-Ecuador,Siemens CLS,SI,,Citar,,,,25
1,,Azcuénaga-López Vicente,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.-Uriburu,Siemens CLS,SI,,Citar,,,,25
1,,López Vicente-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Rodríguez Peña-Guido,Siemens CLS,SI,,Citar,,,,25
1,,López Vicente-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Montevideo-Guido,Siemens CLS,SI,,Citar,,,,25
1,,Pacheco de Melo-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Pacheco de Melo-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Peña-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Peña-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Uriburu José Evaristo Pres.-French,Siemens CLS,SI,,Citar,,,,25
1,,Uriburu José Evaristo Pres.-Pacheco de Melo,Siemens CLS,SI,,Citar,,,,25
1,,Uriburu José Evaristo Pres.-Peña,Siemens CLS,SI,,Citar,,,,25
1,,Larrea-French,Siemens CLS,SI,,Citar,,,,25
1,,Azcuénaga-French,Siemens CLS,SI,,Citar,,,,25
1,,Azcuénaga-Arenales,Siemens CLS,SI,,Citar,,,,25
1,,Ayacucho-Guido,Siemens CLS,SI,,Citar,,,,25
1,,Laprida-Peña,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Juncal,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Pacheco de Melo,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Las Heras Av.,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-López Vicente,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Guido,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Quintana,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Posadas,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Junín/Ortiz R.M. Pres.,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,López Vicente-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Parera,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Talcahuano/Guido,Siemens CLS,SI,,Citar,,,,25
1,,Las Heras Av.-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Pellegrini Carlos-Posadas,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Av.-Cerrito,Siemens CLS,SI,,Citar,,,,25
1,,9 de Julio Av.-Posadas,Siemens CLS,SI,,Citar,,,,25
1,,Cerrito-Posadas,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Suipacha,Siemens CLS,SI,,Citar,,,,25
1,,Quintana Manuel Pres. Av.-Frente Nº 20,Siemens CLS,SI,,Citar,,,,25
1,,Juncal-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Posadas-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Paraguay ,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Uriburu,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Callao Av. (Bolsón peatonal),Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Uriburu José E. Pte.,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Pasteur,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Paso,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Jean Jaures,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Anchorena T. de Dr.,Siemens CLS,SI,,Citar,,,,25
1,,Anchorena T. de Dr.-Cabrera,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Anchorena T. de Dr.,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Jean Jaures,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Ecuador,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Paraguay ,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Mansilla,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Alvear Marcelo T./Charcas,Siemens CLS,SI,,Citar,,,,25
1,,Charcas -Ecuador,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Ecuador-Mansilla,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Santa Fe Av.-Pueyrredón (Bolsón Peatonal),Siemens CLS,SI,,Citar,,,,25
1,,Santa Fe Av.-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Santa Fe Av.-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Uriburu José E. Pte.,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Uriburu José E. Pte.,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Arenales,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Anchorena T. de Dr.,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Alvear Marcelo T.,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Ayacucho-Arenales,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Suipacha,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,San Luis-Anchorena T. de Dr.,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-San Luis,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Viamonte,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Jean Jaures-San Luis,Siemens CLS,SI,,Citar,,,,25
1,,Paso-San Luis,Siemens CLS,SI,,Citar,,,,25
1,,Larrea-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Tucumán-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Paso,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Uriburu José E. Pte.,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Viamonte,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Libertad-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Talcahuano-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Uruguay-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Talcahuano,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Uruguay,Siemens CLS,SI,,Citar,,,,25
1,,Sáenz Peña Roque Pres. Av.-Lavalle-Libertad,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Callao Av.-Lavalle,Siemens CLS,SI,,Citar,,,,25
1,,Montevideo-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Tucumán-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Paso,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Pasteur,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Junín,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Larrea,Siemens CLS,SI,,Citar,,,,25
1,,Pueyrredón Av.-Lavalle,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Azcuénaga,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Ecuador,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Ayacucho,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Riobamba,Siemens CLS,SI,,Citar,,,,25
1,,Tucumán-Rodríguez Peña,Siemens CLS,SI,,Citar,,,,25
1,,Ayacucho-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Montevideo,Siemens CLS,SI,,Citar,,,,25
1,,Paraná-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Larrea-San Luis,Siemens CLS,SI,,Citar,,,,25
1,,Ecuador-San Luis ,Siemens CLS,SI,,Citar,,,,25
1,,Lavalle-Paraná,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Pasteur,Siemens CLS,SI,,Citar,,,,25
1,,Tucumán-Anchorena T. de Dr.,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Reconquista,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-San Martín,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Florida,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Maipú,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Córdoba Av.-Suipacha,Siemens CLS,SI,,Citar,,,,25
1,,Pellegrini Carlos-Paraguay,Siemens CLS,SI,,Citar,,,,25
1,,Suipacha-Paraguay,Siemens CLS,SI,,Citar,,,,25
1,,Paraguay-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Maipú,Siemens CLS,SI,,Citar,,,,25
1,,Cerrito-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Viamonte-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Tucumán-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Suipacha-Viamonte,Siemens CLS,SI,,Citar,,,,25
1,,Suipacha-Tucumán,Siemens CLS,SI,,Citar,,,,25
1,,Corrientes Av.-Pellegrini C.-Sáenz Peña R. Pte. Metrobús,Siemens CLS,SI,,Citar,,,,25
1,,Corrientes Av.-Pellegrini Carlos-Bolsón Peatonal,Siemens CLS,SI,,Citar,,,,25
1,,Perón Juan D. Tte. Gral.-Maipú,Siemens CLS,SI,,Citar,,,,25
1,,Mitre Bartolomé-Maipú,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Esmeralda,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Basavilbaso,Siemens CLS,SI,,Citar,,,,25
1,,Alvear Marcelo T.de-Maipú,Siemens CLS,SI,,Citar,,,,25
1,,Santa Fe - Florida,Siemens CLS,SI,,Citar,,,,25
1,,Alem Leandro N. Av.-Salida Presidencia,Siemens CLS,SI,,Citar,,,,25
1,,Paseo Colón Av.-La Rábida Norte,Siemens CLS,NO,,,,,,25
1,,Pórtico 10-Alem-Perón-Mitre,Siemens CLS,SI,,Citar,,,,25
1,,Arenales-Laprida,Siemens CLS214,SI,,Citar,,,,5
1,,Pueyrredón Av.-Las Heras Av.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Pueyrredón Av.-Pacheco de Melo,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Junín-Peña,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Callao Av.-Alvear Av.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Juncal-Pellegrini Carlos,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Cerrito-Juncal,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Juncal-Montevideo,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Pellegrini Carlos-Arroyo,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,9 de Julio Av.-Arroyo,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,9 de Julio Av.-Metrobus-Juncal,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Pueyrredón Av.-Córdoba Av. ( Bolsón peatonal),Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Anchorena T. de Dr.-Charcas,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Santa Fe Av.-Ecuador,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Larrea,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Azcuénaga,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Uriburu Jose E. Pte.,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Ayacucho,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Riobamba,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Callao Av.(Bolsón peatonal),Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Rodríguez Peña,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Paraná,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Uruguay,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Talcahuano,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Libertad,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Suipacha,Swarco  ITC-2,SI,,Citar,,,,5
1,,Santa Fe Av.-Esmeralda,Swarco  ITC-2,SI,,Citar,,,,5
1,,9 de Julio Este//Pellegrini-Arenales,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,9 de Julio Oeste//Cerrito-Arenales,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Callao Av.-Arenales,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Juncal-Laprida,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Lavalle-Anchorena T. de Dr.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Lavalle-Uriburu,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Tucumán-Uriburu,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Cerrito//Pellegrini-Paraguay,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,9 de Julio-Paraguay,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Santa Fe - Plaza Hotel,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Santa Fe Av.-Maipú (peatonal 750),Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Alvear Marcelo T.-Suipacha,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Santa Fe Av.-Anchorena T. de Dr.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Anchorena Tomás Manuel de Dr.-Mansilla Lucio Norberto Gral.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Alem Leandro N. Av.-Alvear Marcelo T.,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Alem Leandro N. Av.-Paraguay,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Alem Leandro N. Av.-Mitre Bartolomé,Siemens CLS214PLUS,SI,,Citar,,,,5
1,,"Güemes Macacha Boul ""Sur""-Av. De los Italianos",Siemens CLS214PLUS,SI,,Citar,,,,5
1,,"Güemes Macacha Boul ""Norte""-Av. Int. Noel",Siemens CLS214PLUS,SI,,Citar,,,,5
1,,"Güemes Macacha Boul ""Sur""-Av. Int. Noel",Siemens CLS214PLUS,SI,,Citar,,,,5
1,,Córdoba Av.-Ecuador,Siemens CLS95,SI,,Citar,,,,20
1,,Las Heras Av.-Laprida,Siemens CLS95,SI,,Citar,,,,20
1,,Pueyrredón Av.-Azcuénaga,Siemens CLS95,SI,,Citar,,,,20
1,,Pueyrredón Av.-Guido,Siemens CLS95,SI,,Citar,,,,20
1,,Pueyrredón Av.-Vicente López,Siemens CLS95,SI,,Citar,,,,20
1,,Pueyrredón Av.-Peña,Siemens CLS95,SI,,Citar,,,,20
1,,Pueyrredón Av.-French,Siemens CLS95,SI,,Citar,,,,20
1,,Anchorena T. de Dr.-French,Siemens CLS95,SI,,Citar,,,,20
1,,Beruti-Larrea,Siemens CLS95,SI,,Citar,,,,20
1,,Juncal-Basavilbaso,Siemens CLS95,SI,,Citar,,,,20
1,,Paraguay-Reconquista,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Rojas,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Córdoba Av.,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Viamonte,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Tucumán,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Lavalle,Siemens CLS95,SI,,Citar,,,,20
1,,Corrientes Av.-25 de Mayo,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Corrientes Av.,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Sarmiento,Siemens CLS95,SI,,Citar,,,,20
1,,Alem Leandro N. Av.-Perón Juan D. Tte. Gral.,Siemens CLS95,SI,,Citar,,,,20
1,,Viamonte-25 de mayo,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Lavalle,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Tucumán,Siemens CLS95,SI,,Citar,,,,20
1,,Tucumán-Bouchard,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Perón Juan D. Tte. Gral.,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Sarmiento,Siemens CLS95,SI,,Citar,,,,20
1,,Corrientes Av.-Madero Eduardo Av.,Siemens CLS95,SI,,Citar,,,,20
1,,Corrientes Av.-Bouchard,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Viamonte,Siemens CLS95,SI,,Citar,,,,20
1,,Madero Eduardo Av.-Córdoba Av.,Siemens CLS95,SI,,Citar,,,,20
1,,Cecilia Grierson - Lateral Madero,Siemens CLS95,SI,,Citar,,,,20
1,,Arenales-Ecuador,Siemens CLS98,SI,,Citar,,,,15
1,,Viamonte - Bouchard,Siemens CLS98,SI,,Citar,,,,15
1,,Güemes Macacha Boul-Altura Malecón (Peatonal Norte),Siemens CLS98,SI,,Citar,,,,15
1,,Güemes Macacha Boul-Altura Malecón (Peatonal Sur),Siemens CLS98,SI,,Citar,,,,15
1,,"Güemes Macacha Boul ""Norte""-Manso Juana",Siemens CLS98,SI,,Citar,,,,15
1,,"Güemes Macacha Boul ""Sur""-Manso Juana",Siemens CLS98,SI,,Citar,,,,15
1,,Manso Juana-Sáenz Manuela,Siemens CLS98,SI,,Citar,,,,15
1,,Manso Juana-Lynch Marta,Siemens CLS98,SI,,Citar,,,,15
1,,Pellegrini Carlos//Cerrito-Alvear Marcelo T.,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,9 de Julio//Metrobús-Alvear Marcelo T.,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Santa Fe-9 de Julio,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,9 de Julio entre Santa Fe y Arenales,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Santa Fe Av.-Pellegrini Carlos-Bolsón Peatonal,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Tucumán-Jaures Jean,Swarco  ITC-2,NO,,OMNIA,,,,1
1,,Córdoba Av.-Pellegrini Carlos,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Córdoba Av.-9 de Julio Av.,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Córdoba Av.-Cerrito,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Cerrito//Pellegrini-Viamonte,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,9 de Julio-Viamonte,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Pellegrini//Cerrito-Tucumán,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,9 de Julio - Tucumán,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Cerrito//Pellegrini-Lavalle,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Lavalle-9 de Julio,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Sarmiento-Pellegrini Carlos,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,9 de Julio Av.-Sarmiento,Swarco  ITC-2,SI,,OMNIA,,,,1
1,,Posadas-Rodríguez Peña,Swarco  ITC-2,NO,,OMNIA,,,,1
1,,Viamonte-Ecuador,Swarco  ITC-2,NO,,OMNIA,,,,1
